Symbol,Price,Name,Country,52W Low,52W High,Wall Street Ratings,Market Cap,EV,Shares Outstanding,Institutional Shares,Insider %,Total Debt,Total Cash,Industry,Business Summary
JNJ,245.17,Johnson & Johnson,United States,141.5,247.25,3.88,593509940000,622740900000,2409899000,1807855487,0.0003836837247352518,49333000000,20102000000,Drug Manufacturers - General,"Johnson & Johnson, together with its subsidiaries, engages in the research and development, manufacture, and sale of a range of products in the healthcare field worldwide. It operates in two segments, Innovative Medicine and MedTech. The Innovative Medicine segment offers products for various therapeutic areas, such as oncology, immunology, neuroscience, pulmonary hypertension, infectious diseases, and cardiovascular and metabolism distributed through retailers, wholesalers, distributors, hospitals, and healthcare professionals for prescription use. The MedTech segment provides a portfolio of products used in the surgery, orthopedic, cardiovascular, and vision fields distributed through wholesalers, hospitals and retailers, and used in the professional fields by physicians, nurses, hospitals, eye care professionals and clinics. This segment also offers products and enabling technologies that support joint reconstruction, trauma, spine, sports related injuries, and others, as well as open, laparoscopic, and robotic surgical procedures; instrumentation, energy devices, stapling systems, wound closure, biosurgery products, and digital and robotic technologies; breast aesthetics and reconstruction; contact lenses under the ACUVUE brand; intraocular lenses for cataract surgery, and other products used in cataract and refractive procedures under the TECNIS brand. The company was founded in 1886 and is based in New Brunswick, New Jersey."
VEXTF,0.1774,Vext Science Inc.,United States,0.072,0.3176,5,45798404,77676950,251033870,87681419,0.2212900806418264,35064000,3702000,Drug Manufacturers - Specialty & Generic,"Vext Science, Inc., through its subsidiaries, provides integrated agricultural technology, services, and property management services in the cannabis industry in the United States. It owns and manages cultivation facilities, manufacturing units, and dispensaries; and involves in the cultivation, extraction, manufacture, and sale of THC and CBD cartridges, concentrates, and edibles. The company also engages in the retail dispensary activities; and wholesale distribution of cannabis THC and hemp CBD products under the Vapen, Pure Touch, Appalachian Pharm, Herbal Wellness, and Revibe brands. In addition, it provides management, advisory, cultivation, non-cannabis products, and dispensary services to entities in the cannabis field through operations agreements and direct sales. The company was formerly known as Vapen MJ Ventures Corporation and changed its name to Vext Science, Inc. in November 2019. Vext Science, Inc. was incorporated in 2015 and is headquartered in Phoenix, Arizona."
QTTB,4.73,Q32 Bio Inc.,United States,1.345,6.3699,4,62869640,30855640,13971031,2138676,0.005808447493960897,17025000,49039000,Biotechnology,"Q32 Bio Inc., a clinical-stage biotechnology company, develops novel biologics to restore healthy immune balance in patients with autoimmune and inflammatory diseases driven by pathological immune dysfunction. The company is developing Bempikibart (ADX-914), a fully human antiinterleukin-7 receptor alpha antagonist monoclonal antibody designed to re-regulate adaptive immune function by blocking signaling mediated by interleukin-7 and thymic stromal lymphopoietin for the treatment of atopic dermatitis and alopecia areata. It also develops ADX-096, a C3d mAb  CR1 fusion protein for use in ophthalmologic indications, as well as other C3d mAb fusions and nanobodies designed for tissue-targeted complement inhibition. The company was founded in 2017 and is based in Waltham, Massachusetts."
OTSKY,33.58,"Otsuka Holdings Co., Ltd.",Japan,21.64,34.9288,5,35319656000,33777787000,528131360,188249332,0.01609258699420295,1455509500,3413448339.707206,Drug Manufacturers - General,"Otsuka Holdings Co., Ltd. engages in the pharmaceuticals, nutraceuticals, consumer products, and other businesses worldwide. The company develops pharmaceutical products in the fields of psychiatry, neurology, oncology, cardiovascular and renal system, digestive system, ophthalmology, and diagnostics, as well as intravenous solutions and medical devices. It also provides clinical testing, medical equipment and tools, food products, cosmetics, functional food products, chemical products, soft drinks, beverages, analytical and measurement equipment, nutritional products, vehicle headlight testers, synthetic resin molded products, paper products, quasi-drugs, household products, and packaging materials and electronic parts. In addition, the company offers IT solutions; adhesive tapes; flaky titanate and compounds; infusion and clinical nutrition products; hydrazine; plant-based food products; reinsurance underwriting services; wine; stable isotopes; food supplements; software and services for management of mental healthcare systems; anticancer drugs; terracess; bio-pesticides; dietetic food products; spring and mineral water; and polyolefin foams. Further, it engages in the warehousing and transport, medical device operational management, shared service, environmental health management, and venture capital and incubation businesses; rental of medical devices and related products; purchase and sale of agricultural products; import and export trading business; tuberculosis research and development activities; rental of space and office businesses; manufacturing and development of xenotransplantation products; and processing and marketing of functional films, as well as planning, design, production, and construction of ceramic boards and arts, ceramic walls, reliefs, terracotta, ceramic OT and portraits, and ceramic sign boards; and operation of travel agency, and Hotel Ridge and California Table. The company was founded in 1921 and is headquartered in Tokyo, Japan."
ABBV,226.92,AbbVie Inc.,United States,164.39,244.81,4.06,403920520000,467105500000,1768169000,1329187376,0.0006924926246812881,68400000000,5257000000,Drug Manufacturers - General,"AbbVie Inc., a research-based biopharmaceutical company, engages in the research and development, manufacturing, commercializing, and sale of medicines and therapies worldwide. The company offers Skyrizi to treat autoimmune diseases; Rinvoq to treat inflammatory diseases; Imbruvica for the treatment of adult patients with blood cancers; Venclexta to treat blood cancers; Elahere to treat various cancer; and Epkinly to treat lymphoma; and Emrelis for the treatment of lung cancer. It also provides facial injectables, plastics and regenerative medicine, body contouring, and skincare products; botox Cosmetic for the treatment of glabellar lines, crow's feet, forehead lines, and platysma bands; Juvederm Collection to treat volume loss in the temples, undereye, cheeks, chin, lips and lower face; Vraylar to treat schizophrenia, bipolar disorder, and depressive disorder; Duodopa to treat Parkinson's disease; Ubrelvy to treat migraine; Qulipta for episodic and chronic migraine; and Vyalev for the treatment of motor fluctuations, as well as Botox Therapeutic to treat chronic migraine, overactive bladder, spasticity, cervical dystonia, and other conditions. In addition, the company offers Ozurdex for visual impairment; Lumigan/Ganfort and Alphagan/Combigan for the reduction of elevated intraocular pressure in patients with open angle glaucoma or ocular hypertension; and other eye care products, including Refresh/Optive, Xen, Durysta, and Restasis. Further, it provides Mavyret to treat chronic hepatitis C virus genotype 1-6 infection; Creon, a pancreatic enzyme therapy; and Linzess/Constella to treat irritable bowel syndrome with constipation and chronic idiopathic constipation. The company was incorporated in 2012 and is headquartered in North Chicago, Illinois."
SGIOY,11.79,"Shionogi & Co., Ltd.",Japan,7.27,12,5,19816290000,18580910000,850975940,517629189,0.0005076524285025757,145560530,1376469236.220623,Drug Manufacturers - Specialty & Generic,"Shionogi & Co., Ltd. engages in the research, development, manufacture, and distribution of pharmaceuticals, diagnostic reagents, and medical devices in Japan and internationally. The company was formerly known as Shionogi Shoten Co., Ltd. and changed its name to Shionogi & Co., Ltd. in 1943. The company was founded in 1878 and is headquartered in Osaka, Japan."
UCBJY,159.42,UCB SA,Belgium,71.155,168.76,5,60617093000,62109260000,189996210,60756375,0,3389870300,1897526501.766784,Biotechnology,"UCB SA, a biopharmaceutical company, develops products and solutions for people with neurology and immunology diseases worldwide. The company's primary products include Cimzia for inflammatory TNF-mediated diseases, as well as ankylosing spondylitis (AS), axial spondyloarthritis, Crohn's disease, non-radiographic axial spondyloarthritis, plaque psoriasis, psoriatic arthritis, and rheumatoid arthritis; Vimpat, Keppra, and Briviact for epilepsy; and Neupro for Parkinson's disease and restless legs syndrome. It also provides Nayzilam, a nasal spray rescue treatment for epilepsy seizure clusters; and Zyrtec and Xyzal for allergies. In addition, the company offers Evenity for the treatment of osteoporosis in postmenopausal women; Bimzelx to treat plaque psoriasis, psoriatic arthritis, hidradenitis suppurativa, and axial spondyloarthritis; Fintepla for the treatment of Dravet/Lennox-Gastaut syndrome; and RYSTIGGO and ZILBRYSQ to treat people living with generalized myasthenia gravis. Further, it develops doxecitine/doxribtimine for TK2 deficiency disorder; fenfluramine to treat CDKL5 deficiency disorder; dapirolizumab pegol for systemic lupus erythematosus; STACCATO alprazolam for treating stereotypical prolonged seizures; bepranemab to treat Alzheimer's disease; UCB0222 for the treatment of Parkinson's disease; and UCB9741 and UCB1381 for atopic dermatitis. Additionally, it engages in the contract manufacturing activities. The company was incorporated in 1925 and is headquartered in Brussels, Belgium."
LONA,5.81,"LeonaBio, Inc.",United States,2.19549,8.36,4,55455324,31141324,9335913,3792829,0.053295590907927265,912000,25226000,Biotechnology,"LeonaBio, Inc., clinical-stage biopharmaceutical company, focuses on developing small molecules to restore neuronal health and slow neurodegradation. Its product pipeline includes ATH-1105 for the treatment of amyotrophic lateral sclerosis, which is in phase 1 clinical trial; ATH-1020 for the treatment of neurodegenerative diseases, which is phase 1 clinical trial, as well as early compounds which is in preclinical phase. The company was formerly known as Athira Pharma, Inc. and changed its name to LeonaBio, Inc. in January 2026. LeonaBio, Inc. was incorporated in 2011 and is headquartered in Bothell, Washington."
GRCE,4.07,"Grace Therapeutics, Inc.",United States,1.75,4.3,5,63752988,45080988,15474026,2242219,0.16528775381403651,-,18672000,Biotechnology,"Grace Therapeutics, Inc. engages in the development and commercialization of pharmaceutical products for rare and orphan diseases in Canada. The company's lead product candidate is the GTX-104, an intravenous infusion to treat subarachnoid hemorrhage. It also develops GTX-102, an oral mucosal spray of betamethasone to improve neurological symptoms of Ataxia-Telangiectasia (A-T) and GTX-101, a topical bioadhesive film-forming polymer for the treatment of pain associated with postherpetic neuralgia (PHN). The company was formerly known as Acasti Pharma Inc. and changed its name to Grace Therapeutics, Inc. in October 2024. Grace Therapeutics, Inc. was incorporated in 2002 and is headquartered in Princeton, New Jersey."
RVMD,103.24,"Revolution Medicines, Inc.",United States,29.17,124.49,4.78,20265716000,18749178000,193319800,186283351,0.02249684756456272,414970000,1931508000,Biotechnology,"Revolution Medicines, Inc., a clinical-stage precision oncology company, develops novel targeted therapies for RAS-addicted cancers. The company's research and development pipeline consist of RAS(ON) inhibitors that binds RAS variants to be used as monotherapy in combination with other RAS(ON) inhibitors and/or in combination with RAS companion inhibitors or other therapeutic agents, and RAS companion inhibitors to suppress cooperating targets and pathways that sustain RAS-addicted cancers. Its RAS(ON) inhibitors include daraxonrasib (RMC-6236), elironrasib G12C (RMC-6291), and zoldonrasib G12D (RMC-9805), which are in phase 1 clinical trial; and development candidates comprise RMC-5127 (G12V), RMC-0708 (Q61H), and RMC-8839 (G13C). The company's RAS companion inhibitors include RMC-4630 that is in phase 2 clinical trial; RMC-5552, a selective inhibitor of mTORC1 signaling in tumors, which is in phase 1 clinical trial; and RMC-5845 that targets SOS1. Revolution Medicines, Inc. was incorporated in 2014 and is headquartered in Redwood City, California."
SPRO,2.22,"Spero Therapeutics, Inc.",United States,0.5052,3.22,3,125636620,80371624,56339296,11932715,0.02432060962069192,3351000,48616000,Biotechnology,"Spero Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on identifying and developing novel treatments for multi-drug resistant (MDR) bacterial infections and rare diseases in the United States. The company's product candidates include Tebipenem HBr (tebipenem pivoxil hydrobromide), an oral carbapenem-class antibiotic to treat complicated urinary tract infections, including pyelonephritis for adult patients, which is in Phase 3 development; and SPR720, a novel product candidate for first-line treatment of nontuberculous mycobacterial (NTM) pulmonary disease. It has license agreement with Meiji Seika Pharma Co., Ltd. to support the development of tebipenem HBr; Everest Medicines to develop, manufacture, and commercialize SPR206 in Greater China, South Korea, and Southeast Asian countries; and Vertex Pharmaceuticals Incorporated for patents relating to the oral prodrug SPR720, as well as SPR719, an active metabolite. Spero Therapeutics, Inc. was founded in 2013 and is headquartered in Cambridge, Massachusetts."
HLN,10.44,Haleon plc,United Kingdom,8.71,11.42,4,48773566000,59471802000,8906796000,8238496414,0.0005333885179778298,11728615000,927857691.8853629,Drug Manufacturers - Specialty & Generic,"Haleon plc, together with its subsidiaries, engages in the research, development, manufacture, and sale of various consumer healthcare products in North America, Europe, the Middle East, Africa, Latin America, and the Asia Pacific. The company offers oral health products, such as toothpastes, mouth washes, and denture care products under the Sensodyne, Polident, Parodontax, Aquafresh, and Biotene brands; and vitamins, minerals, and supplements under Centrum, Emergen-C, Caltrate brands. It also provides various over-the-counter products comprising nasal drops, and cold, flu, and allergy relief products under Otrivine, Theraflu, and Flonase brands for respiratory issues; anti-inflammatory and pain relief products under Voltaren, Panadol, and Advil brands; and antacids and antihistamine products under TUMS, ENO, and Fenistil brands for digestive health and other issues. The company was formerly known as DRVW 2022 plc and changed its name to Haleon plc in February 2022. Haleon plc was founded in 1715 and is headquartered in Weybridge, the United Kingdom."
AMGN,384.33,Amgen Inc.,United States,261.43,387.49,3.51,206392840000,252698840000,539067650,441167088,0.0014866574962039791,55435000000,9129000000,Drug Manufacturers - General,"Amgen Inc. discovers, develops, manufactures, and delivers human therapeutics worldwide. The company's principal products include Enbrel for the treatment of rheumatoid arthritis, plaque psoriasis, and psoriatic arthritis; Otezla for the treatment of adult patients with plaque psoriasis, psoriatic arthritis, and oral ulcers associated with Behçet's disease; Prolia to treat postmenopausal women with osteoporosis; XGEVA for skeletal-related events prevention; Repatha, which reduces the risks of myocardial infarction, stroke, and coronary revascularization; Nplate for the treatment of patients with immune thrombocytopenia; KYPROLIS to treat patients with relapsed or refractory multiple myeloma; Aranesp to treat a lower-than-normal number of red blood cells and anemia; EVENITY for the treatment of osteoporosis in postmenopausal for women; Vectibix to treat patients with wild-type RAS metastatic colorectal cancer; BLINCYTO for the treatment of patients with acute lymphoblastic leukemia; TEPEZZA to treat thyroid eye disease; and KRYSTEXXA for the treatment of chronic refractory gout. It also markets other products, including PROLIA, REPATHA, OTEZLA, ENBREL, EVENITY, XGEVA, TEPEZZA, BLINCYTO, NPLATE, TEZSPIRE, KYPROLIS, ARANESP, KRYSTEXXA AND VECTIBIX, MVASI, PAVBLU, UPLIZNA, IMDELLTRA/IMDYLLTRA, AMJEVITA/AMGEVITA, TAVNEOS, NEULASTA, LUMAKRAS/LUMYKRAS, RAVICTI, PARSABIV, AIMOVIG, WEZLANA/WEZENLA, AND PROCYSBI. The company serves healthcare providers, including physicians or their clinics, dialysis centers, hospitals, and pharmacies. It distributes its products through pharmaceutical wholesale distributors. The company has collaboration agreements with AstraZeneca plc for the development and commercialization of TEZSPIRE; BEONE MEDICINES LTD. to develop and commercialize Aimovig; UCB for the development and commercialization of EVENITY; Kyowa Kirin Co., Ltd. for rocatinlimab development and commercialization; and BeiGene, Ltd. for oncology products expansion and development. The company was incorporated in 1980 and is headquartered in Thousand Oaks, California."
MEDXF,2.11,Medexus Pharmaceuticals Inc.,Canada,1.43,2.62,5,66707100,77088160,32300380,292889,0.08223033289391642,25350000,14975000,Drug Manufacturers - Specialty & Generic,"Medexus Pharmaceuticals Inc. operates as a pharmaceutical company in Canada and the United States. The company focuses on various therapeutic areas comprising allergy, dermatology, hematology, oncology, rheumatology, and rare diseases. Its primary products include IXINITY, an intravenous recombinant factor IX therapeutic for use in patients with hemophilia B; Rasuvo and Metoject, a formulation of methotrexate designed to treat rheumatoid arthritis and other auto-immune diseases; Rupall, a prescription allergy medication; GRAFAPEX, an injection to treat allogeneic hematopoietic stem cell transplantation in adult and pediatric patients, acute myeloid leukemia (AML), and myelodysplastic syndrome (MDS); and Gleolan, an optical imaging agent for patients with glioma as an adjunct for the visualization of malignant tissue during surgery. The company's products portfolio also includes Cuvposa, a glycopyrrolate oral solution; Naproxen, a Pediapharm naproxen suspension; Otixal, a ciprofloxacin and flucinolone acetonide; Trispan, a triamcinolone hexacetonide injectable suspension; and Trecondyv, a bifunctional alkylating agent for use as part of a conditioning treatment for patients undergoing allogeneic hematopoietic stem cell transplantation. In addition, it offers over the counter products comprising Nyda, a topical treatment indicated for the eradication of head lice; Relaxa, an osmotic laxative to treat occasional constipation in adults; Oralvisc to reduce joint pain and enhance joint function in osteoarthritis of the knee; and Calcia Calcium and vitamin D products. The company was formerly known as Pediapharm Inc. and changed its name to Medexus Pharmaceuticals Inc. in December 2018. Medexus Pharmaceuticals Inc. was founded in 2000 and is based in Toronto, Canada."
SNY,47.59,Sanofi,France,44.6168,60.115,4.1,114638740000,129936120000,1207539500,590273737,0.00012435286950471852,23882754000,9015507518.796993,Drug Manufacturers - General,"Sanofi engages in the research, development, manufacture, and marketing of therapeutic solutions. It provides immunology and inflammation, rare diseases neurology, oncology, and other vaccines. It also offers poliomyelitis, pertussis, and haemophilus influenzae type b (Hib) pediatric vaccines; respiratory syncytial virus protection and hexavalent combination vaccines protecting against diphtheria, tetanus, pertussis, polio, Hib, and hepatitis B; influenza, COVID-19 vaccine Nuvaxovid, booster, meningitis, and travel and endemic vaccines, that includes hepatitis A, typhoid, yellow fever, and rabies vaccines. It has a collaboration and license agreement with Exscientia to develop up to 15 novel small-molecule for oncology and immunology; ABL Bio, Inc. to develop ABL301 for treatment of alpha-synucleinopathies; and Innate Pharma SA for a natural killer cell engager program targeting B7-H3. Further, it has a collaboration agreements with Atomwise to use ATOMNET platform and Insilico Medicine to use Pharma.AI, a medicine's AI platform; Kymera Therapeutics, Inc. to develop and commercialize protein degrader therapies targeting IRAK4 in patients with immune-inflammatory diseases; Nurix Therapeutics, Inc. to develop novel targeted protein degradation therapies; Denali Therapeutics Inc. to treat a range of systemic inflammatory diseases, such as ulcerative colitis; and Adagene Inc. for the discovery and development of antibody-based therapies. Additionally, it has a collaboration with Scribe Therapeutics Inc. to develop genome editing technologies; Teva Pharmaceuticals to co-develop and co-commercialize TEV'574, which is used for treatment of ulcerative colitis and Crohn's disease; and co-promotion service agreement with Provention Bio, Inc. for the commercialization of teplizumab. The company was formerly known as Sanofi-Aventis and changed its name to Sanofi in May 2011. Sanofi was incorporated in 1994 and is headquartered in Paris, France."
ROIV,28.66,Roivant Sciences Ltd.,United Kingdom,8.73,29.2,4.66,20225714000,16509644000,715701100,510791437,0.2424787260940063,108939000,4529978000,Biotechnology,"Roivant Sciences Ltd., a clinical-stage biopharmaceutical company, focuses on the discovery, development, and commercialization of medicines and technologies. Its clinical product candidates include IMVT-1402, a fully human monoclonal antibody that targets the neonatal fragment crystallizable receptor for the treatment of graves' disease, difficult-to-treat rheumatoid arthritis, sjögren's disease, myasthenia gravis, chronic inflammatory demyelinating polyneuropathy, and cutaneous lupus erythematosus indications; batoclimab, a fully human monoclonal antibody for the treatment of thyroid eye disease; and brepocitinib, a potent small molecule inhibitor of TYK2 and JAK1 in development for the treatment of dermatomyositis, non-infectious uveitis, cutaneous sarcoidosis, and other immune-mediated diseases. The company's lead program consists of mosliciguat, an inhaled sGC activator for the treatment of pulmonary hypertension associated with interstitial lung disease and other cardiopulmonary diseases. In addition, the company offers delivery platforms comprising lipid nanoparticle (LNP) platform and ligand conjugate platform. Roivant Sciences Ltd. was founded in 2014 and is based in London, United Kingdom."
PFE,27.09,Pfizer Inc.,United States,20.915,27.94,3.48,154310100000,201557100000,5685708000,3784443062,0.0002481165250055408,61938000000,14986000000,Drug Manufacturers - General,"Pfizer Inc. discovers, develops, manufactures, markets, distributes, and sells biopharmaceutical products in the United States and internationally. The company offers medicines and vaccines in various therapeutic areas, including cardiovascular and migraine under the Eliquis, Nurtec ODT/Vydura, Zavzpret, and the Premarin family brands; infectious diseases with unmet medical needs under the Prevnar family, Abrysvo, Nimenrix, FSME/IMMUN-TicoVac, and Trumenba brands; and COVID-19 prevention and treatment, and potential future mRNA and antiviral products under the Comirnaty and Paxlovid brands. It also provides medicines and vaccines in various therapeutic areas, such as biosimilars for chronic immune and inflammatory diseases under the Xeljanz, Enbrel, Inflectra, Litfulo, Velsipity, and Cibinqo brands; amyloidosis, hemophilia, endocrine diseases, and sickle cell disease under the Vyndaqel family, Oxbryta, BeneFIX, Somavert, Ngenla, and Genotropin brands; sterile injectable and anti-infective medicines under the Sulperazon, Medrol, Zavicefta, Zithromax, Octagam, and Panzyga brands; and biologics, small molecules, immunotherapies, and biosimilars under the Ibrance, Xtandi, Padcev, Adcetris, Inlyta, Lorbrena, Bosulif, Tukysa, Braftovi, Mektovi, Orgovyx, Elrexfio, Tivdak, and Talzenna brands. In addition, the company involved in the contract manufacturing business. It serves wholesalers, retailers, hospitals, clinics, government agencies, pharmacies, individual provider offices, retail pharmacies, and integrated delivery systems. The company has collaboration agreements with Bristol-Myers Squibb Company; Astellas Pharma US, Inc.; Merck KGaA; and BioNTech SE. Pfizer Inc. has strategic collaboration with Boltz, PBC to develop and deploy state-of-the-art biomolecular AI foundation models. Pfizer Inc. was founded in 1849 and is headquartered in New York, New York."
GALDY,37.97,Galderma Group AG,Switzerland,17.27,42.93,5,44206682000,46662803000,237406140,74821471,0,2848000000,458000000,Drug Manufacturers - Specialty & Generic,"Galderma Group AG operates as a dermatology company worldwide. The company delivers a science-based portfolio of brands and services for the dermatology market, including injectable aesthetics, dermatological skincare, and therapeutic dermatology. Its portfolio of flagship brands includes ACTINICA, Azzalure, ALLUZIENCE, Dysport, Restylane, Restylane Skinboosters, Sculptra, Cetaphil, ALASTIN, Soolantra, Epiduo, Epiduo Forte, Differin, AKLIEF, Oracea, Metvix, Mirvaso, NEMLUVIO, Relfydess, Benzac, Loceryl, and TRI-LUMA in therapeutic dermatology. The company was founded in 1981 and is headquartered in Zug, Switzerland."
SPRB,58.73,"Spruce Biosciences, Inc.",United States,4.275,240,4.75,62316940,52995940,1070370,507254,0.09235311154086905,1348000,10669000,Biotechnology,"Spruce Biosciences, Inc. is a biopharmaceutical company focused on developing and commercializing novel therapies for neurological disorders. The company develops TA-ERT, a fusion protein comprised of recombinant human alpha-N-acetylglucosaminidase, which is an enzyme replacement therapy for patients with Sanfilippo Syndrome Type B. It also develops Tildacerfont for treating a highly debilitating mental disorder characterized by depressed mood with cognitive-affective and somatic changes, including anhedonia, weight alterations, and altered sleeping patterns. In addition, the company develops SPR202 for the treatment of Congenital Adrenal Hyperplasia (CAH), a chronic and potentially life-threatening rare disease with no cure, and SPR204, a monoclonal antibody antagonist for Post-Bariatric Hypoglycemia. The company has a license agreement with Eli Lilly and Company to research, develop, and commercialize various pharmaceutical compounds. It also has a collaboration and license agreement with Kaken Pharmaceutical Co. Ltd. to develop, manufacture, and commercialize Tildacerfont for the treatment of CAH in Japan. Spruce Biosciences, Inc. was incorporated in 2014 and is headquartered in South San Francisco, California."
EXAS,103.27,Exact Sciences Corporation,United States,38.8118,103.67,3.13,19747385000,21317500000,190888210,164128380,0.008828895148480384,2534827000,964711000,Diagnostics & Research,"Exact Sciences Corporation provides cancer screening and diagnostic test products in the United States and internationally. It offers Cologuard, a non-invasive stool-based DNA screening test to detect DNA and hemoglobin biomarkers associated with colorectal cancer and pre-cancer; Cologuard Plus Tests; Cancerguard Test; and Genetic Testing. The company also provides Oncotype DX Breast Recurrence Score Test; Oncotype DX Breast DCIS Score Test; Oncotype DX Colon Recurrence Score Test; Oncodetect Test;OncoExTra Test for tumor profiling for patients with advanced, metastatic, refractory, relapsed, or recurrent cancer; and Riskguard Test, a hereditary cancer test to understand their inherited risk of cancer. Its pipeline focus on advancing screening and diagnostic products, including risk assessment, screening and prevention, early disease diagnosis, adjuvant and/or neoadjuvant disease treatment, metastatic disease treatment selection, and recurrence monitoring. The company has license agreements with MAYO Foundation for Medical Education and Research, and Johns Hopkins University, as well as Freenome Holdings, Inc. Exact Sciences Corporation was incorporated in 1995 and is headquartered in Madison, Wisconsin."
ABVX,123.33,ABIVAX Société Anonyme,France,4.77,148.83,4.6,10027805000,9420439000,77830060,71102215,0.0055483486055911795,86860770,692302183.6111764,Biotechnology,"ABIVAX Société Anonyme, a clinical-stage biotechnology company, focuses on developing therapeutics that harness the body's natural regulatory mechanisms to stabilize the immune response in patients with chronic inflammatory diseases. Its lead drug candidate includes obefazimod that is in Phase 3 clinical trials for the treatment of adults with moderately to severely active ulcerative colitis, as well as in Phase 2b clinical trial to treat patients with Crohn's disease. The company was incorporated in 2013 and is headquartered in Paris, France."
VRTX,483.05,Vertex Pharmaceuticals Incorporated,United States,362.5,519.68,4.34,123823880000,113539480000,254034190,240867224,0.0020613406408011457,2036000000,6608100000,Biotechnology,"Vertex Pharmaceuticals Incorporated operates as a biotechnology company in the United States, Europe, and internationally. The company offers transformative medicines for people with serious diseases with a focus on specialty markets, such as cystic fibrosis (CF), sickle cell disease (SCD), transfusion dependent beta thalassemia (TDT), and acute pain. It markets TRIKAFTA/KAFTRIO for people with CF with at least one F508del mutation for 2 years of age and older; ALYFTREK for the treatment for people with CF 6 years of age and older; SYMDEKO/SYMKEVI for treatment of patients with CF 6 years of age and older; ORKAMBI for CF patients 1 year or older; and KALYDECO for the treatment of patients with 1 month or older who have CF with ivacaftor. The company also develops CASGEVY for the treatment of SCD and TDT; JOURNAVX for the treatment of acute pain in adults; VX-522, a CFTR mRNA therapeutic designed to treat the underlying cause of CF, which is in Phase 1/2 clinical trial; inaxaplin for the treatment of APOL1-mediated kidney disease, which is in single Phase 2 trial; VX-264 for treating Type 1 Diabetes; VX-670 for the treatment of myotonic dystrophy type 1; and VX-407, a small molecule corrector for the treatment of autosomal dominant polycystic kidney disease. The company sells its products primarily to specialty pharmacy and distributors, wholesalers, retail pharmacies, hospitals, and clinics. Vertex Pharmaceuticals Incorporated was founded in 1989 and is headquartered in Boston, Massachusetts."
AZN,205.79,AstraZeneca PLC,United Kingdom,122.48,212.71,4.44,320836000000,344919050000,1550944600,1011107078,0.0002869464174004945,29703000000,5741000000,Drug Manufacturers - General,"AstraZeneca PLC, a biopharmaceutical company, focuses on the discovery, development, manufacture, and commercialization of prescription medicines. The company offers Imjudo, Datroway, Iressa, Tagrisso, Imfinzi, Lynparza, Calquence, Enhertu, Orpathys, Truqap, Zoladex, Faslodex, Crestor, Andexxa, Onglyza, Symlin, XIGDUO XR, Atacand, Atacand HCT, Atacand Plus, Farxiga/Forxiga, Plendil, Modip, Splendil, Munobal, Flodil, Tenormin, Tenormine, Prenormine, Atenol, Zestril, Brilinta/Brilique, Komboglyze, Qtern, Wainua, Byetta, Lokelma, Seloken ZOK, Toprol-XL, Betaloc ZOK, XIGDUO, Accolate, Accoleit, Vanticon, Bricanyl Respules, Eklira Genuair/Tudorza/Bretaris, Pulmicort Turbuhaler, Symbicort Turbuhaler, Airsupra, Bricanyl Turbuhaler, Fasenra, Rhinocort, Tezspire, Bevespi Aerosphere, Daliresp/Daxas, Oxis Turbuhaler, Saphnelo, Breztri Aerosphere, Duaklir Genuair, Pulmicort Respules, and Symbicort pMDI. It also provides Beyfortus, Kavigale, Evusheld, Fluenz/FluMist, Synagis, Kanuma, Ultomiris, Koselugo, Voydeya, Soliris, Strensiq, Nexium, and other medicines. The company offers its products for ocology, cardiovascular, renal and metabolism, respiratory & immunology, vaccines and immune, and therapies rare diseases. It serves primary and specialty care physicians through distributors and local representative offices in the United Kingdom, the Americas, rest of Europe, Asia, Africa, and Australasia. It has a strategic agreement with Tempus and Pathos to develop the largest multimodal foundation model in oncology; and a strategic research collaboration with CSPC Pharmaceutical Group Limited to advance the discovery and development of novel oral candidates, with the potential to treat diseases across multiple indications. The company was formerly known as Zeneca Group PLC and changed its name to AstraZeneca PLC in April 1999. AstraZeneca PLC was incorporated in 1992 and is headquartered in Cambridge, the United Kingdom."
