Symbol,Price,Name,Country,52W Low,52W High,Wall Street Ratings,Market Cap,EV,Shares Outstanding,Institutional Shares,Insider %,Total Debt,Total Cash,Industry,Business Summary
AARD,12.38,"Aardvark Therapeutics, Inc.",United States,4.88,17.94,4.81,276085100,150280100,21773272,5602607,0.1473812020536004,545000,126350000,Biotechnology,"Aardvark Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on developing small-molecule therapeutics to activate innate homeostatic pathways for the treatment of metabolic diseases. Its lead product candidate is ARD-101, an oral gut-restricted small-molecule agonist of certain targeting bitter taste receptors expressed in the gut lumen, which is in the Phase 3 clinical trial for hyperphagia associated with Prader-Willi Syndrome, as well as in the Phase 2 clinical trial for hyperphagia associated with acquired hypothalamic obesity resultant from the treatment of craniopharyngioma, including surgery or radiation. The company is also developing ARD-201, which is in the Phase 1 clinical trial for the treatment of obesity. Aardvark Therapeutics, Inc. was incorporated in 2017 and is headquartered in San Diego, California."
ACHV,4.62,"Achieve Life Sciences, Inc.",Canada,1.84,6.025,4.71,233697200,195541200,53233988,24955682,0.049140184650453014,9958000,48114000,Biotechnology,"Achieve Life Sciences, Inc., a late-stage pharmaceutical company, develops and commercializes cytisinicline for nicotine independence in Canada, the United States, and the United Kingdom. The company offers cytisinicline, a plant-based alkaloid that interacts with nicotine receptors in the brain that reduce the severity of nicotine withdrawal symptoms. It has license and supply agreement with Sopharma AD and University of Bristol. Achieve Life Sciences, Inc., is headquartered in Bothell, Washington."
DERM,8.725,Journey Medical Corporation,United States,4.97,9.555,5,289332320,289685300,33256588,11196248,0.09400230715189424,25301000,24948000,Drug Manufacturers - Specialty & Generic,"Journey Medical Corporation focuses on the development and commercialization of pharmaceutical products for the treatment of dermatological conditions in the United States. The company's marketed products include Qbrexza, a medicated cloth towelette for the treatment of primary axillary hyperhidrosis; Accutane, an oral isotretinoin drug to treat severe recalcitrant nodular acne; and Amzeeq, a topical formulation of minocycline for the treatment of inflammatory lesions of non-nodular moderate to severe acne vulgaris. It also offers Zilxi, a topical minocycline treatment for inflammatory lesions of rosacea; Exelderm for the treatment of fungal skin infections; and Targadox, an oral doxycycline drug for adjunctive therapy for severe acne; Emrosi for the treatment of inflammatory lesions of rosacea, as well as Luxamend, a water-based emulsion formulated to provide a moist healing environment for superficial wounds; minor cuts or scrapes; dermal ulcers; donor sites; first- and second-degree burns, including sunburns; and radiation dermatitis. The company was formerly known as Coronado Dermatology, Inc. Journey Medical Corporation was incorporated in 2014 and is headquartered in Scottsdale, Arizona."
PALI,1.9,"Palisade Bio, Inc.",United States,0.53,2.64,4.66,266715740,261701740,149003220,91935046,0.0003704551063027434,211000,5227000,Biotechnology,"Palisade Bio, Inc., a clinical-stage biopharmaceutical company, focuses on developing and advancing novel therapeutics for patients living with autoimmune, inflammatory, and fibrotic diseases. The company's lead therapeutic candidate is PALI-2108, a prodrug PDE4 inhibitor that is in phase 1a/b clinical trial for the treatment of ulcerative colitis, as well as under phase 1a clinical trial for the treatment of fibrostenotic crohn's disease. It has a research collaboration and license agreement with Giiant Pharma, Inc. for the development, manufacture, and commercialization of its compounds; a license agreement with the Regents of the University of California for sole purpose of maintaining the Newsoara Co-Development; and a co-development and distribution agreement with Newsoara Biopharma Co., Ltd. The company is headquartered in Carlsbad, California."
PMN,19.86,"ProMIS Neurosciences, Inc.",Canada,6.27,39.75,4.5,161059760,145627550,8967693,28381,0.1144437036370447,-,15432216,Biotechnology,"ProMIS Neurosciences, Inc. discovers and develops antibody therapies and therapeutic vaccines for neurodegenerative diseases and other misfolded protein diseases in Canada. The company's proprietary discovery platform comprises ProMIS and Collective Coordinates algorithms to predict novel targets known as disease specific epitopes on the molecular surface of misfolded proteins. Its lead product candidates comprise of PMN310, a monoclonal antibody (mAb) for toxic oligomers for treating Alzheimer's Disease; PMN267 for treatment of amyotrophic lateral sclerosis; and PMN442, a mAb targeting toxic a-syn oligomers and seeding fibrils for treating multiple system atrophy. The company also develops PNM440, an alpha-synuclein vaccine for treating multiple synucleinopathies; and PMN311, an amyloid-beta vaccine for treatment of Alzheimer's. In addition, it is developing therapies for frontotemporal lobar degeneration, Huntington's disease, progressive supranuclear palsy, corticobasal degeneration, and schizophrenia. The company was formerly known as Amorfix Life Sciences Ltd. and changed its name to ProMIS Neurosciences, Inc. in July 2015. ProMIS Neurosciences, Inc. is headquartered in Toronto, Canada."
ALEC,2.39,"Alector, Inc.",United States,0.87,3.3999,2.87,239041730,-14191277,109151470,75749603,0.06516551604544554,37875000,291108000,Biotechnology,"Alector, Inc., a late-stage clinical biotechnology company, develops therapies that is focused on counteracting the devastating progression of neurodegenerative diseases. The company's products under development include Latozinemab (AL001), an investigational human recombinant monoclonal antibody designed to elevate progranulin (PGRN), a protein encoded by the granulin (GRN) gene that regulates lysosomal function, neuronal survival, and inflammation in the brain. Its lead PGRN-elevating candidate is being developed for the potential treatment of frontotemporal dementia with a granulin gene mutation (FTD-GRN) which is caused by heterozygous loss-of-function (LOF) mutations in the GRN gene and results in PGRN haploinsufficiency and is in Phase 3 clinical trial. It also develops AL101/GSK4527226 that is in Phase 2 clinical trial for the treatment of neurodegenerative diseases, including Alzheimer's and Parkinson's diseases. In addition, the company's preclinical and research pipeline products include ADP037-ABC, a proprietary anti-amyloid beta (Aß) antibody paired with proprietary ABC for the treatment of AD; ADP050-ABC, a GCase replacement therapy paired with proprietary ABC for GBA gene mutation carriers with Parkinson's disease and Lewy body dementia; ADP056, a Reelin modulator designed to block tau pathology and promote synaptic function in AD; and ADP063-ABC and ADP064-ABC that are therapeutic candidates paired with proprietary ABC that target tau pathology in AD through distinct approaches. It has a strategic collaboration agreement with GlaxoSmithKline plc for the development and commercialization of progranulin-elevating monoclonal antibodies, including latozinemab and AL101 to treat neurodegenerative diseases. The company was founded in 2013 and is headquartered in South San Francisco, California."
ABEO,5.3,Abeona Therapeutics Inc.,United States,3.9328,7.5401,5,292633340,109623350,54191360,34047878,0.12225254870421139,24107000,207117000,Biotechnology,"Abeona Therapeutics Inc., a clinical-stage biopharmaceutical company, develops gene and cell therapies for life-threatening diseases. Its lead clinical program is pz-cel, an autologous, cell-based gene therapy for the treatment of patients with recessive dystrophic epidermolysis bullosa. The company also develops ABO-503 to treat X-linked retinoschisis; ABO-504 for the treatment of stargardt disease; and ABO-505 to treat autosomal dominant optic atrophy. In addition, it is developing AAV-based gene therapy through its AIM vector platform programs. The company was formerly known as PlasmaTech Biopharmaceuticals, Inc. and changed its name to Abeona Therapeutics Inc. in June 2015. Abeona Therapeutics Inc. was founded in 1974 and is headquartered in Cleveland, Ohio."
ENLV,1.1,Enlivex Ltd.,Israel,0.66,2.1,4,272988740,255486720,237381500,1688993,0.005050212464326095,701000,18203000,Biotechnology,"Enlivex Ltd., together with its subsidiaries, operates as a clinical-stage macrophage reprogramming immunotherapy company in Israel. Its product pipeline is the Allocetra (ENX-CL-02-002), which is in phase II clinical trial for the treatment of organ dysfunction and failure caused by sepsis; and Allocetra (ENX-CL-05-001), which is in phase I/II clinical trial to treat moderate knee osteoarthritis. The company also develops 0189-22-KMC, which is in phase I/II clinical trial to treat end-stage knee osteoarthritis; 0006-24-KMC, which is in phase I/II clinical trial for the treatment of Basal thumb osteoarthritis; and ENX-CL-06-001 to treat Psoriatic arthritis and is in phase I/II clinical trial. Enlivex Ltd. was formerly known as Enlivex Therapeutics Ltd. and changed its name to Enlivex Ltd. in February 2026. The company was founded in 2005 and is headquartered in Ness Ziona, Israel."
PLX,3.03,"Protalix BioTherapeutics, Inc.",Israel,1.32,3.19,5,241263540,220070540,80421180,15330620,0.10563243282885891,8177000,29370000,Biotechnology,"Protalix BioTherapeutics, Inc., a biopharmaceutical company, engages in the development, production, and commercialization of recombinant therapeutic proteins based on the ProCellEx plant cell-based protein expression system. The company offers Elelyso for the treatment of Gaucher disease; and Elfabrio for the treatment of adult patients with a confirmed diagnosis of Fabry disease. It is also developing PRX-115, a plant cell expressed recombinant PEGylated Uricase, which is in Phase 2 trial for the treatment of gout; and PRX-119, a plant cell expressed PEGylated recombinant human DNase I product candidate for the treatment of neutrophil extracellular traps diseases. The company has agreements and partnerships with Pfizer; Fundação Oswaldo Cruz; and Chiesi Farmaceutici S.p.A. Protalix BioTherapeutics, Inc. has strategic partnership with Secarna Pharmaceuticals GmbH & Co KG. It operates in the United States, Australia, Canada, Israel, Brazil, Russia, and Turkey. The company is headquartered in Hackensack. New Jersey."
ABOS,2.78,"Acumen Pharmaceuticals, Inc.",United States,0.8551,3.0499,5,167182660,61966652,60573424,18197128,0.1166088098865138,30836000,126609000,Biotechnology,"Acumen Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, develops targeted therapies for the treatment of Alzheimer's disease. The company focuses on advancing a targeted immunotherapy drug candidate Sabirnetug (ACU193), a recombinant humanized immunoglobulin gamma 2, which has completed the INTERCEPT-AD phase 1 clinical trial and in ALTITUDE-AD phase 2 clinical trial to target soluble amyloid-beta oligomers. It has a collaboration and license agreement with Halozyme, Inc. for the development of a subcutaneous formulation of Sabirnetug. Acumen Pharmaceuticals, Inc. was incorporated in 1996 and is headquartered in Newton, Massachusetts."
ALPS,1.05,Alps Group Inc,Malaysia,0.5622,2.9,-,154935340,154801420,166400320,631221,0.5668032946041224,779231,643252,,
GERNW,0.05,Geron Corporation WT EXP 123125,United States,0.05,0.455875,-,1244792800,947113800,638355260,382515490,0.0009340691983785989,121916000,359799000,,
SRZN,27.03,"Surrozen, Inc.",United States,5.9,27.96,5,231428370,157175360,8571421,4266605,0.004735468357956148,7082000,81335000,Biotechnology,"Surrozen, Inc., a biotechnology company, discovers and develops drug candidates to selectively modulate the Wnt pathway for tissue repair. Its lead product candidates are antibody-based therapeutics that target various disease areas, including diseases of the intestine, liver, retina, cornea, lung, kidney, cochlea, skin, pancreas, and central nervous system. The company develops SZN-814, which combines Frizzled 4 (Fzd4 agonism) and vascular endothelial growth factor (VEGF antagonism) to treat diabetic macular edema (DME), neovascular age-related macular degeneration (wet AMD), and retinopathy indications; SZN-8143, which combines Fzd4 agonism, VEGF antagonism, and interleukin-6 for the treatment of DME/wet AMD/uveitic macular edema; SZN-113 to treat Fuchs' endothelial corneal dystrophy and geographic atrophy; and SZN-413, a Fzd4 targeted bi-specific antibody for the treatment of retinal vascular associated diseases. Surrozen, Inc. has a collaboration and license agreement with Boehringer Ingelheim International GmbH to research, develop, and commercialize Fzd4 bi-specific antibodies; and a research collaboration agreement with TCGFB, Inc. to discover antibody therapeutics targeting transforming growth factor beta, or TGF-ß, for the treatment of pulmonary fibrosis. Surrozen, Inc. was founded in 2015 and is headquartered in South San Francisco, California."
IRD,3.5,"Opus Genetics, Inc.",United States,0.65,3.965,4.91,251029710,221282720,68964210,24244739,0.152467044934381,1068000,30815000,Biotechnology,"Opus Genetics, Inc., a clinical-stage ophthalmic biopharmaceutical company, focuses on developing and commercializing therapies for the treatment of inherited retinal diseases (IRDs). It develops OPGx-LCA5, an early-onset retinal degeneration that is in Phase 1/2 clinical trial for the treatment of LCA5-associated IRD; and OPGx-BEST1 to treat BEST1-associated retinal disease. The company also develops various pre-clinical IRD programs, including OPGx-RHO, a gene therapy that targets autosomal dominant retinitis pigmentosa caused by RHO mutations; OPGx-RDH12 that is designed to restore protein expression and halt functional deterioration in patients with retinal dystrophy caused by mutations in the retinal dehydrogenase gene; OPGx-MERTK, an AAV vector for the treatment of MERTK IRD; OPGx-NMNAT1, a gene augmentation therapy designed to halt functional deterioration in pediatric patients with retinal degenerative disease caused by mutations in the nicotinamide mononucleotide adenylyltransferase 1 gene; and OPGx-CNGB1, an AAV gene therapy for retinitis pigmentosa due to mutations in the CNGB1 gene. In addition, it develops Phentolamine Ophthalmic Solution for reversal of mydriasis, as well as for the treatment of presbyopia and dim light or night vision disturbances; and APX3330, a small-molecule inhibitor of Ref-1 for the treatment of diabetic retinopathy. The company was formerly known as Ocuphire Pharma, Inc. Opus Genetics, Inc. was founded in 2018 and is headquartered in Durham, North Carolina."
SLGL,90.12,Sol-Gel Technologies Ltd.,Israel,4.018,92,5,244118510,224358510,2785787,350524,0.670768435948078,1083000,20843000,Biotechnology,"Sol-Gel Technologies Ltd., together with its subsidiary Sol-Gel Technologies Inc., develops topical dermatological drugs for patients with severe skin conditions in Israel, China, Switzerland, Canada, and internationally. The company offers Twyneo, a once-daily, non-antibiotic topical cream for the treatment of acne vulgaris; and Epsolay, a once-daily topical cream for the treatment of papulopustular (subtype II) rosacea. It also develops SGT-610 that is in Phase 3 clinical trials for the treatment of Gorlin Syndrome; and SGT-210, which has completed Phase I clinical trial, to treat rare hyperkeratinization disorders, such as Darier, PC, PPK, Olmsted, etc. It has collaboration with Padagis Israel Pharmaceuticals Ltd; and license agreements with Galderma Holding SA and Searchlight Pharma Inc. Sol-Gel Technologies Ltd. was incorporated in 1997 and is headquartered in Ness Ziona, Israel."
NERV,6.23,"Minerva Neurosciences, Inc.",United States,1.15,12.46,3,270465000,318178340,43274400,12399388,0.006502435920656827,60000000,12286646,Biotechnology,"Minerva Neurosciences, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of product candidates for the treatment of central nervous system diseases. Its lead product candidate is roluperidone for the treatment of negative symptoms in patients with schizophrenia. The company also has exclusive rights to develop and commercialize MIN-301, a soluble recombinant form of the Neuregulin-1b1 protein for the treatment of Parkinson's disease and other neurodegenerative disorders. Minerva Neurosciences, Inc. was incorporated in 2007 and is based in Burlington, Massachusetts."
AVTX,16.855,"Avalo Therapeutics, Inc.",United States,3.39,20.7199,4.9,299906660,188844660,18512756,15244333,0.03033379407969648,555000,111617000,Biotechnology,"Avalo Therapeutics, Inc., a clinical stage biotechnology company, focuses on the development of therapies for the treatment of immune dysregulation in the Unites States. Its lead asset includes AVTX-009, a humanized monoclonal antibody that binds to interleukin-1ß, which is in phase 2 clinical trial to treat inflammatory diseases. The company was formerly known as Cerecor Inc. and changed its name to Avalo Therapeutics, Inc. in August 2021. Avalo Therapeutics, Inc. was incorporated in 2011 and is headquartered in Rockville, Maryland."
CAMP,4.45,Camp4 Therapeutics Corporation,United States,1.305,7.305,4.5,243841330,174932340,51881136,27335392,0.01467849565508726,6346000,75255000,Biotechnology,"Camp4 Therapeutics Corporation, a clinical-stage biopharmaceutical company, discovers and develops regulatory RNA-based therapeutics to treat a range of genetic diseases. Its lead product candidate is CMP-CPS-001, which is in a Phase 1 clinical trial for the treatment of urea cycle disorders. The company also develops CMP-SYNGAP for the treatment of SYNGAP1-related disorders. Camp4 Therapeutics Corporation was formerly known as Marauder Therapeutics, Inc. and changed its name to Camp4 Therapeutics Corporation in March 2018. The company was incorporated in 2015 and is headquartered in Cambridge, Massachusetts."
VXRT,0.7199,"Vaxart, Inc.",United States,0.2606,0.8449,5,175185360,165350370,239979950,405725,0.010023766735908839,18958000,28793000,Biotechnology,"Vaxart, Inc., a clinical-stage biotechnology company, discovers and develops oral recombinant protein vaccines based on its vector-adjuvant-antigen standardized technology proprietary oral vaccine platform in the United States. The company's product pipeline includes norovirus vaccine, a bivalent oral tablet vaccine in Phase 2 clinical trial for the GI.1 and GII.4 norovirus strains; coronavirus vaccine, which is in Phase 2 clinical trial, for the treatment of SARS-CoV-2 infection; seasonal influenza vaccine, which is in Phase 2 clinical trial, to treat H1 influenza infection; and human papillomavirus therapeutic vaccine, which is in preclinical stage, that targets HPV-16 and HPV-18 for cervical cancers and precancerous cervical lesions. It has a license agreement with Altesa Biosciences, Inc. to develop and commercialize Vapendavir, a capsid-binding broad-spectrum antiviral. Vaxart, Inc. is headquartered in South San Francisco, California."
OGI,1.42,Organigram Global Inc.,Canada,0.85,2.24,5,192310400,232511230,135141950,8431202,0.002262583998347693,6157791.5,6106063.807310374,Drug Manufacturers - Specialty & Generic,"Organigram Global Inc. engages in the production and sale of cannabis and cannabis-derived products in Canada. It offers medical cannabis products, including whole flower, milled flower, pre-rolls, infused pre-rolls, vapes, beverages, gummies, and concentrates; and adult use recreational cannabis under the SHRED, Big Bag O' Buds, Monjour, Trailblazer, SHRED'ems, Edison Cannabis Co., Boxhot, Edison JOLTS, Wola, Rizzlers, DEBUNK, Tremblant, and Laurentian brands. The company also engages in the wholesale shipping of cannabis plant cuttings and dried flowers to other licensed producers. It sells cannabis products to wholesale and retail channels in the recreational and medical cannabis regimes, as well as through online. Organigram Global Inc. was formerly known as Organigram Holdings Inc. and changed its name to Organigram Global Inc. in March 2025. The company is headquartered in Toronto, Canada."
CBUS,3.73,"Cibus, Inc.",United States,1.09,3.8,4.33,249282960,480677400,65980870,14566722,0.2359050719338997,259466000,23886000,Biotechnology,"Cibus, Inc., an agricultural biotechnology company, develops and licenses gene edited plant traits using gene editing technologies to enhance farming productivity or produce renewable low carbon plant products. It focuses on trait productivity in the productivity traits that enable farmers to have higher yields and reduce the use of the crop protection chemicals and fertilizers; and sustainable ingredients, which enable corporations to replace ingredients that are fossil fuel based or whose production results in increased greenhouse gases. The company was formerly known as Calyxt, Inc. and changed its name to Cibus, Inc. in June 2023. Cibus, Inc. was founded in 2001 and is headquartered in San Diego, California."
ZYBT,0.8876,Zhengye Biotechnology Holding Limited,China,0.720101,14.3,-,38164276,52724144,47391376,259751,0.00018990796975382188,11971552,6648334.008012395,Drug Manufacturers - Specialty & Generic,"Zhengye Biotechnology Holding Limited engages in the research, development, manufacture, and sale of veterinary vaccines for livestock in China. The company offers vaccines for swine, cattle, goats, sheep, poultry, and dogs. Its veterinary vaccines include monovalent vaccine, polyvalent vaccine, combined vaccine, and combined and polyvalent vaccine. The company also develops vaccines for household animals. In addition, it exports its products to Vietnam, Pakistan, and Egypt. The company serves direct-end customers, including livestock farmers and local governments, as well as domestic distributors and exporting distributors. The company was founded in 2004 and is based in Jilin, China. Zhengye Biotechnology Holding Limited operates as a subsidiary of Securingium Holding Limited."
VYGR,4.09,"Voyager Therapeutics, Inc.",United States,2.645,5.55,5,210168320,19525316,55600084,24158594,0.014496722702793039,38368000,208930000,Biotechnology,"Voyager Therapeutics, Inc., a biotechnology company, focuses on the human genetics for the cure of neurological diseases. The company's lead product candidate is VY7523, an anti-tau antibody program for the treatment of alzheimer's disease (AD). Its product pipeline includes VY1706, a tau silencing gene therapy in preclinical trial for the treatment of alzheimer's disease; SOD1 silencing gene therapy program for treating amyotrophic lateral sclerosis in preclinical trial; and vectorized anti-amyloid antibody early research program for the treatment of AD in preclinical trial. The company is also developing VY-FXN01 for treating friedreich's ataxia; and GBA1 gene replacement program to treat parkinson's disease. In addition, it provides research program for the treatment of Huntington's disease. The company has collaboration and license agreements with Alexion; AstraZeneca Ireland Limited; Novartis Pharma AG; and Neurocrine Biosciences, Inc. for the treatment of various other diseases of the central nervous system. Voyager Therapeutics, Inc. was incorporated in 2013 and is headquartered in Lexington, Massachusetts."
NGNE,20.09,Neurogene Inc.,United States,6.875,37.265899,5,292757220,37555220,15489800,8406763,0.08264783530835115,10208000,265410000,Biotechnology,"Neurogene Inc., a clinical stage biotechnology company, develops genetic medicines for rare neurological diseases. The company's product candidates include NGN-401 that is packaged in an adeno-associated virus 9, which is in Phase 1/2 clinical trial for the treatment of Rett syndrome; and NGN-101, a conventional gene therapy candidate that is in Phase 1/2 clinical trial to treat CLN5 Batten disease. It has a license agreements with The University of Edinburgh, Virovek, Inc., Sigma-Aldrich Co. LLC., and Leland Stanford Junior University. The company was founded in 2018 and is headquartered in New York, New York."
RGC,26.51,Regencell Bioscience Holdings Limited,Hong Kong,0.105,83.6,-,12792429000,12788076000,494488900,839342,0.8855529596631518,544415,4897015,Drug Manufacturers - Specialty & Generic,"Regencell Bioscience Holdings Limited operates as a Traditional Chinese medicine (TCM) bioscience company in Hong Kong. It focuses on the research, development, and commercialization of TCM for the treatment of neurocognitive disorders and degeneration, primarily for attention deficit hyperactivity disorder and autism spectrum disorder. The company was incorporated in 2014 and is headquartered in Causeway Bay, Hong Kong."
OVID,1.62,Ovid Therapeutics Inc.,United States,0.2425,2.01,5,196578370,184738370,130184350,44332831,0.03070928193651659,13763000,25603000,Biotechnology,"Ovid Therapeutics Inc., a biopharmaceutical company, engages in the development of impactful medicines for patients and families with epilepsies and seizure-related neurological disorders in the United States. The company is developing OV329, a GABA-AT inhibitor which is in Phase 1 clinical trials for the treatment of adult and pediatric drug-resistant epilepsies; and OV350, a small molecule direct activator of the KCC2 transporter, which is in Phase 1 clinical trials for treating epilepsies. It develops OV350 IV, OV4071, and OV4041, an oral program that behave similarly in phenotypical screens for the treatment of psychosis in people with NSD and LBD; and OV888 (GV101), a highly selective rock2 inhibitor which is in Phase 1 double-blind multiple-ascending dose trial. The company has license and collaboration agreements with Healx, AstraZeneca AB, H. Lundbeck A/S, Northwestern University, and Graviton, as well as Marinus Pharmaceuticals, Inc. The company was incorporated in 2014 and is headquartered in New York, New York."
MSLE,11.63,Satellos Bioscience Inc.,Canada,4.5288,12.5,5,231810530,196626420,20626922,1273833,0.06877536066699627,-,34614000,Biotechnology,"Satellos Bioscience Inc., a biotechnology company, develops medicines to treat degenerative muscle diseases primarily in Canada and Australia. The company uses its proprietary platform MyoReGenX, an automated microscopy system that recapitulates the muscle stem cell environment ex-vivo. It develops SAT-3247 an oral, small-molecule drug candidate for the treatment of Duchenne muscular dystrophy disease. The company has a license agreement the with Ottawa Hospital Research Institute (OHRI); and an option agreement with the University of British Columbia. Satellos Bioscience Inc. was founded in 2018 and is headquartered in Toronto, Canada."
MPLT,17.63,"MapLight Therapeutics, Inc.",United States,12.24,21.55,4.75,786418400,1072949440,43641424,15253918,0.023903705186571172,6006000,227168000,Biotechnology,"MapLight Therapeutics, Inc. operates as a clinical-stage biopharmaceutical company for patients suffering from debilitating central nervous system disorders. The company's products include ML-007C-MA, a fixed-dose combination of an M 1 /M 4 muscarinic agonist for the treatment of schizophrenia and Alzheimer's disease psychosis; ML-004 for the treatment of social communication deficit and/or irritability in autism spectrum disorder; ML-021 for the treatment of motor deficits in Parkinson's disease; and ML-009, a G-protein-coupled receptor 52 positive allosteric modulator for the treatment of hyperactivity, impulsivity and agitation-related disorders. The company also develops platform identifying neural circuits causally linked to disease and targeting those circuits for therapeutic modulation. MapLight Therapeutics, Inc. was formerly known as Alvarado Therapeutics, Inc. and changed its name to MapLight Therapeutics, Inc. in August 2019. MapLight Therapeutics, Inc. was incorporated in 2018 and is based in Redwood City, California."
MANE,42.17,"Veradermics, Incorporated",United States,32,51.56,-,1635063000,1731508000,37338732,1399062,0.03708821812931993,16000,15139000,Biotechnology,"Veradermics, Incorporated operates as a biopharmaceutical company focused on developing novel therapeutics for dermatologic and aesthetic conditions. The company develops treatments for Pattern Hair Loss affecting adults and children. The company's products include VDPHL01, an oral, non-hormonal treatment for men and women with PHL for chronic hair loss therapy. Additionally, it engages in the development of VDMN, a dissolvable microarray patch technology for immunotherapy of common warts; VDAA for the treatment of alopecia areata; and VDMC for the treatment of molluscum contagiosum. Its products are used for the treatment of androgenetic alopecia, common warts, molluscum contagiosum, alopecia areata, and atopic dermatitis. The company serves healthcare providers and clinicians treating dermatologic and aesthetic conditions in both adult and pediatric populations, as well as the broader medical and clinical research community involved in dermatology. Veradermics, Incorporated was founded in 2019 and is based in New Haven, Connecticut."
LBRX,25.14,LB Pharmaceuticals Inc,United States,13.36,25.6,4.75,626152770,315339780,25299102,15536642,0.005666230616849541,3666000,314479000,Biotechnology,"LB Pharmaceuticals Inc, a clinical-stage biopharmaceutical company, develops therapies for the treatment of schizophrenia, bipolar depression, and other neuropsychiatric diseases. Its lead product is LB-102, a small molecule oral product, which is in Phase 3 clinical trial for the treatment of acute schizophrenia; completed Phase 1 clinical trial for the treatment of bipolar I depression; and in pr clinical stage for the treatment of LAI formulation. The company was incorporated in 2015 and is headquartered in New York, New York."
JBIO,14.5,"Jade Biosciences, Inc.",United States,6.565,100.1,5,638538400,440500350,46004204,38803549,0.007874032150177462,107600000,-,Biotechnology,"Jade Biosciences, Inc. operates as a biotechnology company that develops therapies for inflammation and immunology indications in patients living with autoimmune diseases. The company develops JADE101, a monoclonal antibody to block the A PRoliferation Inducing Ligand protein, which is in phase 1 clinical trial. It also develops JADE201 and JADE-003, which are in preclinical development stage. Jade Biosciences, Inc. has a collaboration agreement with Paragon Therapeutics, Inc. Jade Biosciences, Inc. is based in Waltham, Massachusetts."
NSRX,5.0606,Nasus Pharma Ltd.,Israel,4.9,9.9899,4,61831610,64191610,11755059,577507,0.3370393121803982,2563000,203000,Drug Manufacturers - General,"Nasus Pharma Ltd. operates as a clinical-stage specialty pharmaceutical company focused on the development of intranasal drugs to treat emergency medical conditions. The company offers Powder-Based Intranasal (PBI) products to address acute medical conditions and public health threats. The company's products include NS002, Intranasal Epinephrine for assisting in severe allergic reaction emergency situations and NS001, an Intranasal Naloxone powder nasal spray for the treatment of opioid overdose. Nasus Pharma Ltd. was incorporated in 2019 and is based in Tel Aviv-Yafo, Israel."
MIRA,1.27,"MIRA Pharmaceuticals, Inc.",United States,0.73,2.45,-,52345108,44809204,41876090,2225011,0.1063635912304796,-,7535905,Drug Manufacturers - General,"MIRA Pharmaceuticals, Inc. operates as a pre-clinical-stage pharmaceutical development company with two neuroscience programs targeting a range of neurologic and neuropsychiatric disorders. The company holds exclusive U.S., Canadian, and Mexican rights for Ketamir-2, a patent pending oral ketamine analog under investigation to deliver ultra-rapid antidepressant effects for individuals battling treatment-resistant depression, major depressive disorder with suicidal ideation, and post-traumatic stress disorder. In addition, its oral pharmaceutical marijuana, MIRA-55, is under investigation for treating adult patients suffering from anxiety and cognitive decline, often associated with early-stage dementia. The company was formerly known as MIRA1a Therapeutics, Inc. MIRA Pharmaceuticals, Inc. was incorporated in 2020 and is based in Miami, Florida."
LEAS,-,"Anew Medical, Inc.",United States,-,-,-,26377622,19029588,73536720,6085519,0.08769267686422029,-,7348034,,
IXHL,0.1586,Incannex Healthcare Inc.,Australia,0.08,1.66,-,98182250,29445246,358329380,15453541,0.12100830373468019,163000,68900000,Drug Manufacturers - Specialty & Generic,"Incannex Healthcare Inc., a clinical-stage biopharmaceutical company, engages in the research and development of psychedelic medicines and therapies for patients with chronic diseases in Australia. The company develops IHL-42X, an oral fixed dose combination of dronabinol and acetazolamide that is in Phase 2/3 clinical trial for the treatment of obstructive sleep apnea; and PSX-001, an oral synthetic psilocybin treatment in Phase 2b clinical development for patients with generalized anxiety disorder. It is also developing IHL-675A, an oral fixed dose combination drug containing synthetic cannabidiol and hydroxychloroquine sulphate to treat rheumatoid arthritis, as well as lung inflammation, acute respiratory disease, chronic obstructive pulmonary disease, asthma, bronchitis, inflammatory bowel disease, colitis, and Crohn's disease. Incannex Healthcare Inc. is headquartered in Sydney, Australia."
TXTM,0.008,"ProText Mobility, Inc.",United States,0.0001,0.0092,-,78637480,-,8791221000,-,-,-,-,Biotechnology,"ProText Mobility, Inc., a biotech company, engages in the development of pharmaceutical botanical medicines. Its medicines are formulated with highly-bioavailable plant extracts. The company is based in Fort Lauderdale, Florida."
TXMD,2.25,"TherapeuticsMD, Inc.",United States,0.72,2.95,-,26042314,25410314,11574362,1557657,0.01621402544693176,6483000,7115000,Drug Manufacturers - Specialty & Generic,"TherapeuticsMD, Inc. operates as a pharmaceutical royalty company in the United States. It has a license agreement with Mayne Pharma to commercialize the IMVEXXY, BIJUVA, and ANNOVERA prescription prenatal vitamin products sold under the BocaGreenMD and vitaMedMD brand names. The company sells its prescription pharmaceutical products and prenatal vitamin products through wholesale distributors and retail pharmacy distributors. TherapeuticsMD, Inc. was founded in 2008 and is headquartered in Boca Raton, Florida."
HSTC,0.625,"HST Global, Inc.",United States,0.0001,1.05,-,88193900,88774400,141110260,-,0,609297,-,Biotechnology,"HST Global, Inc. operates in the healthcare, software and media, and transportation industries. It offers Qwyit, a cryptographic protocol. HST Global, Inc. is based in Virginia Beach, Virginia."
